   t/P,   v1r (km/s),    v2r (km/s),        Mbol,     dS (W),  y1p (AU),   z1p (AU),   y2p (AU),   z2p (AU),  ycmp (AU),  zcmp (AU)
0.806194,-139.636793,147.117335,-2.457487,0,0.03168532,0.0004631201,-0.03338274,-0.0004879301,0,0
0.807193,-139.076735,146.527274,-2.457487,0,0.03149426,0.0004666829,-0.03318145,-0.0004916837,0,0
0.808192,-138.507846,145.927909,-2.457487,0,0.03130184,0.0004702254,-0.03297872,-0.000495416,0,0
0.809191,-137.930085,145.319196,-2.457487,0,0.03110806,0.0004737474,-0.03277456,-0.0004991267,0,0
0.81019,-137.343412,144.701095,-2.457487,0,0.03091292,0.0004772488,-0.03256896,-0.0005028157,0,0
0.811189,-136.747788,144.073562,-2.457487,0,0.03071642,0.0004807292,-0.03236194,-0.0005064826,0,0
0.812188,-136.143173,143.436558,-2.457487,0,0.03051858,0.0004841886,-0.0321535,-0.0005101272,0,0
0.813187,-135.529529,142.79004,-2.457487,0,0.03031939,0.0004876266,-0.03194364,-0.0005137494,0,0
0.814186,-134.906818,142.133969,-2.457487,0,0.03011887,0.000491043,-0.03173238,-0.0005173489,0,0
0.815185,-134.275002,141.468306,-2.457487,0,0.029917,0.0004944377,-0.0315197,-0.0005209255,0,0
0.816184,-133.634044,140.793011,-2.457487,0,0.02971381,0.0004978105,-0.03130562,-0.0005244789,0,0
0.817183,-132.983909,140.108047,-2.457487,0,0.02950929,0.000501161,-0.03109015,-0.0005280089,0,0
0.818182,-132.32456,139.413375,-2.457487,0,0.02930346,0.000504489,-0.03087328,-0.0005315152,0,0
0.819181,-131.655962,138.70896,-2.457487,0,0.0290963,0.0005077945,-0.03065503,-0.0005349978,0,0
0.82018,-130.978081,137.994763,-2.457487,0,0.02888784,0.0005110771,-0.0304354,-0.0005384562,0,0
0.821179,-130.290883,137.270752,-2.457487,0,0.02867807,0.0005143365,-0.0302144,-0.0005418903,0,0
0.822178,-129.594335,136.536889,-2.457487,0,0.02846701,0.0005175727,-0.02999203,-0.0005452999,0,0
0.823177,-128.888406,135.793142,-2.457487,0,0.02825465,0.0005207854,-0.02976829,-0.0005486846,0,0
0.824176,-128.173063,135.039477,-2.457487,0,0.028041,0.0005239743,-0.0295432,-0.0005520444,0,0
0.825175,-127.448275,134.275862,-2.457487,0,0.02782607,0.0005271393,-0.02931675,-0.0005553789,0,0
0.826174,-126.714014,133.502265,-2.457487,0,0.02760986,0.0005302801,-0.02908896,-0.000558688,0,0
0.827173,-125.970249,132.718655,-2.457487,0,0.02739239,0.0005333965,-0.02885983,-0.0005619713,0,0
0.828172,-125.216952,131.925003,-2.457487,0,0.02717364,0.0005364883,-0.02862938,-0.0005652287,0,0
0.829171,-124.454096,131.121279,-2.457487,0,0.02695364,0.0005395552,-0.02839759,-0.00056846,0,0
0.83017,-123.681654,130.307457,-2.457487,0,0.02673239,0.0005425971,-0.02816449,-0.0005716648,0,0
0.831169,-122.8996,129.483507,-2.457487,0,0.0265099,0.0005456137,-0.02793007,-0.000574843,0,0
0.832168,-122.10791,128.649405,-2.457487,0,0.02628616,0.0005486048,-0.02769435,-0.0005779944,0,0
0.833167,-121.306559,127.805125,-2.457487,0,0.02606119,0.0005515702,-0.02745733,-0.0005811186,0,0
0.834166,-120.495526,126.950643,-2.457487,0,0.025835,0.0005545097,-0.02721902,-0.0005842155,0,0
0.835165,-119.674787,126.085936,-2.457487,0,0.02560759,0.000557423,-0.02697942,-0.0005872849,0,0
0.836164,-118.844322,125.210982,-2.457487,0,0.02537896,0.0005603099,-0.02673855,-0.0005903265,0,0
0.837163,-118.00411,124.325759,-2.457487,0,0.02514913,0.0005631702,-0.02649641,-0.0005933401,0,0
0.838162,-117.154134,123.430249,-2.457487,0,0.02491811,0.0005660038,-0.026253,-0.0005963254,0,0
0.839161,-116.294376,122.524432,-2.457487,0,0.02468589,0.0005688103,-0.02600835,-0.0005992822,0,0
0.84016,-115.424818,121.60829,-2.457487,0,0.02445249,0.0005715895,-0.02576244,-0.0006022104,0,0
0.841159,-114.545445,120.681808,-2.457487,0,0.02421791,0.0005743413,-0.0255153,-0.0006051096,0,0
0.842158,-113.656242,119.74497,-2.457487,0,0.02398217,0.0005770654,-0.02526693,-0.0006079796,0,0
0.843157,-112.757198,118.797762,-2.457487,0,0.02374527,0.0005797616,-0.02501734,-0.0006108203,0,0
0.844156,-111.848298,117.840171,-2.457487,0,0.02350722,0.0005824297,-0.02476653,-0.0006136313,0,0
0.845155,-110.929533,116.872187,-2.457487,0,0.02326802,0.0005850695,-0.02451452,-0.0006164125,0,0
0.846154,-110.000893,115.893798,-2.457487,0,0.02302768,0.0005876807,-0.02426131,-0.0006191636,0,0
0.847153,-109.06237,114.904997,-2.457487,0,0.02278622,0.0005902632,-0.02400691,-0.0006218844,0,0
0.848152,-108.113956,113.905775,-2.457487,0,0.02254364,0.0005928167,-0.02375134,-0.0006245747,0,0
0.849151,-107.155646,112.896127,-2.457487,0,0.02229995,0.000595341,-0.02349459,-0.0006272342,0,0
0.85015,-106.187436,111.876048,-2.457487,0,0.02205516,0.0005978358,-0.02323669,-0.0006298628,0,0
0.851149,-105.209322,110.845536,-2.457487,0,0.02180927,0.0006003011,-0.02297763,-0.0006324601,0,0
0.852148,-104.221303,109.804587,-2.457487,0,0.0215623,0.0006027365,-0.02271743,-0.000635026,0,0
0.853147,-103.223378,108.753202,-2.457487,0,0.02131426,0.0006051419,-0.02245609,-0.0006375602,0,0
0.854146,-102.21555,107.691383,-2.457487,0,0.02106515,0.0006075171,-0.02219364,-0.0006400626,0,0
0.855145,-101.19782,106.619132,-2.457487,0,0.02081498,0.0006098617,-0.02193007,-0.0006425329,0,0
0.856144,-100.170192,105.536453,-2.457487,0,0.02056376,0.0006121757,-0.02166539,-0.0006449709,0,0
0.857143,-99.132673,104.443352,-2.457487,0,0.02031151,0.0006144588,-0.02139962,-0.0006473763,0,0
0.858142,-98.08527,103.339838,-2.457487,0,0.02005822,0.0006167108,-0.02113277,-0.0006497489,0,0
0.859141,-97.027991,102.225919,-2.457487,0,0.01980392,0.0006189316,-0.02086485,-0.0006520886,0,0
0.86014,-95.960847,101.101606,-2.457487,0,0.01954861,0.0006211208,-0.02059586,-0.0006543951,0,0
0.861139,-94.883849,99.966912,-2.457487,0,0.0192923,0.0006232782,-0.02032582,-0.0006566682,0,0
0.862138,-93.797012,98.821852,-2.457487,0,0.019035,0.0006254038,-0.02005473,-0.0006589076,0,0
0.863137,-92.70035,97.66644,-2.457487,0,0.01877673,0.0006274973,-0.01978262,-0.0006611132,0,0
0.864136,-91.59388,96.500695,-2.457487,0,0.01851748,0.0006295584,-0.01950949,-0.0006632847,0,0
0.865135,-90.477622,95.324637,-2.457487,0,0.01825728,0.000631587,-0.01923535,-0.000665422,0,0
0.866134,-89.351595,94.138288,-2.457487,0,0.01799613,0.0006335828,-0.01896021,-0.0006675247,0,0
0.867133,-88.215822,92.941669,-2.457487,0,0.01773404,0.0006355457,-0.01868408,-0.0006695928,0,0
0.868132,-87.070326,91.734807,-2.457487,0,0.01747103,0.0006374755,-0.01840698,-0.000671626,0,0
0.869131,-85.915133,90.517729,-2.457487,0,0.0172071,0.000639372,-0.01812891,-0.000673624,0,0
0.87013,-84.75027,89.290463,-2.457487,0,0.01694227,0.0006412349,-0.0178499,-0.0006755868,0,0
0.871129,-83.575768,88.053041,-2.457487,0,0.01667655,0.0006430641,-0.01756994,-0.000677514,0,0
0.872128,-82.391657,86.805495,-2.457487,0,0.01640995,0.0006448594,-0.01728906,-0.0006794054,0,0
0.873127,-81.19797,85.547861,-2.457487,0,0.01614248,0.0006466206,-0.01700726,-0.0006812609,0,0
0.874126,-79.994742,84.280174,-2.457487,0,0.01587415,0.0006483474,-0.01672455,-0.0006830803,0,0
0.875125,-78.78201,83.002475,-2.457487,0,0.01560498,0.0006500398,-0.01644096,-0.0006848634,0,0
0.876124,-77.559813,81.714803,-2.457487,0,0.01533497,0.0006516975,-0.01615649,-0.0006866099,0,0
0.877123,-76.328192,80.417203,-2.457487,0,0.01506414,0.0006533203,-0.01587115,-0.0006883196,0,0
0.878122,-75.08719,79.109718,-2.457487,0,0.01479251,0.0006549081,-0.01558496,-0.0006899924,0,0
0.879121,-73.836852,77.792397,-2.457487,0,0.01452007,0.0006564606,-0.01529793,-0.0006916281,0,0
0.88012,-72.577223,76.465289,-2.457487,0,0.01424685,0.0006579777,-0.01501007,-0.0006932265,0,0
0.881119,-71.308354,75.128445,-2.457487,0,0.01397286,0.0006594591,-0.0147214,-0.0006947873,0,0
0.882118,-70.030296,73.781919,-2.455709,4.74579E+026,0.01369811,0.0006609048,-0.01443193,-0.0006963104,0,0
0.883117,-68.743101,72.425767,-2.453944,9.43375E+026,0.01342261,0.0006623146,-0.01414168,-0.0006977957,0,0
0.884116,-67.446824,71.060047,-2.451202,1.667368E+027,0.01314638,0.0006636881,-0.01385065,-0.0006992428,0,0
0.885115,-66.141523,69.684819,-2.447436,2.652514E+027,0.01286942,0.0006650254,-0.01355886,-0.0007006517,0,0
0.886114,-64.827258,68.300147,-2.442778,3.856784E+027,0.01259176,0.0006663261,-0.01326632,-0.0007020222,0,0
0.887113,-63.50409,66.906094,-2.437283,5.257515E+027,0.01231341,0.0006675902,-0.01297306,-0.000703354,0,0
0.888112,-62.172082,65.502729,-2.430964,6.842034E+027,0.01203437,0.0006688174,-0.01267907,-0.0007046469,0,0
0.889111,-60.831301,64.09012,-2.423808,8.602746E+027,0.01175467,0.0006700077,-0.01238438,-0.0007059009,0,0
0.89011,-59.481814,62.66834,-2.415875,1.051328E+028,0.01147431,0.0006711607,-0.01208901,-0.0007071158,0,0
0.891109,-58.123693,61.237462,-2.406938,1.261496E+028,0.01119332,0.0006722765,-0.01179296,-0.0007082913,0,0
0.892108,-56.75701,59.797564,-2.397251,1.483325E+028,0.0109117,0.0006733547,-0.01149625,-0.0007094272,0,0
0.893107,-55.381839,58.348723,-2.386563,1.720985E+028,0.01062946,0.0006743952,-0.0111989,-0.0007105235,0,0
0.894106,-53.998258,56.891022,-2.375123,1.967371E+028,0.01034663,0.000675398,-0.01090092,-0.00071158,0,0
0.895105,-52.606345,55.424543,-2.362771,2.224311E+028,0.01006322,0.0006763627,-0.01060232,-0.0007125964,0,0
0.896104,-51.206184,53.949372,-2.349639,2.4874E+028,0.009779237,0.0006772893,-0.01030312,-0.0007135727,0,0
0.897103,-49.797857,52.465599,-2.335572,2.758036E+028,0.0094947,0.0006781777,-0.01000334,-0.0007145086,0,0
0.898102,-48.38145,50.973314,-2.32076,3.030885E+028,0.009209623,0.0006790276,-0.009702996,-0.0007154041,0,0
0.899101,-46.957053,49.472609,-2.304961,3.308642E+028,0.008924022,0.0006798389,-0.009402095,-0.0007162588,0,0
0.9001,-45.524755,47.963582,-2.2884,3.585583E+028,0.008637911,0.0006806115,-0.009100656,-0.0007170728,0,0
0.901099,-44.084651,46.446329,-2.270927,3.862611E+028,0.008351305,0.0006813452,-0.008798696,-0.0007178459,0,0
0.902098,-42.636835,44.920951,-2.252506,4.138405E+028,0.008064219,0.0006820399,-0.00849623,-0.0007185778,0,0
0.903097,-41.181405,43.387552,-2.233288,4.4091E+028,0.007776668,0.0006826955,-0.008193276,-0.0007192684,0,0
0.904096,-39.718461,41.846236,-2.213308,4.672825E+028,0.007488669,0.0006833117,-0.007889847,-0.0007199177,0,0
0.905095,-38.248106,40.297112,-2.192301,4.931528E+028,0.007200236,0.0006838886,-0.007585962,-0.0007205255,0,0
0.906094,-36.770444,38.74029,-2.170608,5.179617E+028,0.006911384,0.0006844259,-0.007281637,-0.0007210915,0,0
0.907093,-35.285583,37.175882,-2.148081,5.417729E+028,0.006622131,0.0006849235,-0.006976888,-0.0007216158,0,0
0.908092,-33.793631,35.604004,-2.125049,5.64166E+028,0.00633249,0.0006853813,-0.006671731,-0.0007220981,0,0
0.909091,-32.2947,34.024774,-2.100782,5.857354E+028,0.006042479,0.0006857991,-0.006366184,-0.0007225384,0,0
0.91009,-30.788905,32.438311,-2.075682,6.059796E+028,0.005752114,0.0006861769,-0.006060263,-0.0007229364,0,0
0.911089,-29.276362,30.844739,-2.049592,6.249227E+028,0.00546141,0.0006865146,-0.005753985,-0.0007232922,0,0
0.912088,-27.757189,29.244182,-2.022744,6.423146E+028,0.005170384,0.0006868119,-0.005447368,-0.0007236054,0,0
0.913087,-26.231508,27.636767,-1.995008,6.581829E+028,0.004879051,0.0006870689,-0.005140429,-0.0007238762,0,0
0.914086,-24.699441,26.022626,-1.966585,6.723729E+028,0.00458743,0.0006872853,-0.004833185,-0.0007241042,0,0
0.915085,-23.161115,24.401889,-1.937115,6.8502E+028,0.004295535,0.0006874612,-0.004525653,-0.0007242894,0,0
0.916084,-21.616657,22.774692,-1.90713,6.958791E+028,0.004003384,0.0006875963,-0.004217851,-0.0007244318,0,0
0.917083,-20.066197,21.141172,-1.876491,7.050317E+028,0.003710993,0.0006876906,-0.003909797,-0.0007245311,0,0
0.918082,-18.509868,19.501468,-1.845156,7.125115E+028,0.00341838,0.0006877439,-0.003601508,-0.0007245874,0,0
0.919081,-16.947804,17.855723,-1.813598,7.182689E+028,0.003125561,0.0006877563,-0.003293002,-0.0007246004,0,0
0.92008,-15.380143,16.20408,-1.78158,7.224319E+028,0.002832553,0.0006877275,-0.002984297,-0.0007245701,0,0
0.921079,-13.807024,14.546686,-1.749178,7.250624E+028,0.002539374,0.0006876576,-0.002675412,-0.0007244964,0,0
0.922078,-12.228588,12.883691,-1.716816,7.262318E+028,0.00224604,0.0006875464,-0.002366364,-0.0007243792,0,0
0.923077,-10.644978,11.215245,-1.684809,7.260757E+028,0.001952569,0.0006873938,-0.002057171,-0.0007242184,0,0
0.924076,-9.056341,9.541502,-1.654089,7.248011E+028,0.001658978,0.0006871997,-0.001747852,-0.000724014,0,0
0.925075,-7.462824,7.862618,-1.624262,7.225976E+028,0.001365285,0.0006869641,-0.001438425,-0.0007237658,0,0
0.926074,-5.864578,6.178752,-1.596077,7.197124E+028,0.001071507,0.000686687,-0.001128909,-0.0007234738,0,0
0.927073,-4.261754,4.490063,-1.572725,7.167764E+028,0.0007776621,0.0006863682,-0.0008193225,-0.0007231379,0,0
0.928072,-2.654508,2.796714,-1.554751,7.142024E+028,0.0004837677,0.0006860076,-0.0005096838,-0.000722758,0,0
0.929071,-1.042995,1.09887,-1.547278,7.130557E+028,0.0001898416,0.0006856053,-0.0002000117,-0.0007223341,0,0
0.93007,0.572626,-0.603303,-1.545881,7.128364E+028,-0.0001040982,0.0006851611,0.0001096748,-0.0007218661,0,0
0.931069,2.192195,-2.309634,-1.552159,7.138096E+028,-0.0003980338,0.0006846749,0.000419357,-0.000721354,0,0
0.932068,3.815548,-4.019953,-1.566506,7.159158E+028,-0.0006919472,0.0006841469,0.0007290158,-0.0007207976,0,0
0.933067,5.442523,-5.734087,-1.588635,7.188285E+028,-0.0009858204,0.0006835768,0.001038632,-0.000720197,0,0
0.934066,7.072951,-7.45186,-1.615788,7.218092E+028,-0.001279635,0.0006829646,0.001348187,-0.000719552,0,0
0.935065,8.706666,-9.173095,-1.644936,7.242223E+028,-0.001573373,0.0006823104,0.001657661,-0.0007188627,0,0
0.936064,10.343496,-10.897612,-1.675534,7.258025E+028,-0.001867017,0.000681614,0.001967036,-0.000718129,0,0
0.937063,11.98327,-12.625231,-1.707497,7.26316E+028,-0.002160547,0.0006808754,0.002276291,-0.0007173509,0,0
0.938062,13.625814,-14.355769,-1.739762,7.255473E+028,-0.002453946,0.0006800946,0.002585407,-0.0007165282,0,0
0.939061,15.270952,-16.089039,-1.77185,7.233829E+028,-0.002747194,0.0006792716,0.002894365,-0.0007156611,0,0
0.94006,16.918507,-17.824856,-1.804137,7.196687E+028,-0.003040274,0.0006784063,0.003203146,-0.0007147495,0,0
0.941059,18.5683,-19.563031,-1.83574,7.144093E+028,-0.003333167,0.0006774987,0.00351173,-0.0007137933,0,0
0.942058,20.220151,-21.303373,-1.867374,7.073977E+028,-0.003625854,0.0006765489,0.003820097,-0.0007127926,0,0
0.943057,21.873876,-23.04569,-1.898038,6.987932E+028,-0.003918317,0.0006755567,0.004128227,-0.0007117473,0,0
0.944056,23.529291,-24.789789,-1.928237,6.884396E+028,-0.004210537,0.0006745222,0.004436102,-0.0007106573,0,0
0.945055,25.186213,-26.535474,-1.957871,6.763251E+028,-0.004502496,0.0006734454,0.004743701,-0.0007095228,0,0
0.946054,26.844453,-28.282549,-1.986426,6.62682E+028,-0.004794174,0.0006723262,0.005051004,-0.0007083437,0,0
0.947053,28.503823,-30.030814,-2.014463,6.472698E+028,-0.005085552,0.0006711648,0.005357992,-0.00070712,0,0
0.948052,30.164134,-31.78007,-2.041533,6.30361E+028,-0.005376613,0.000669961,0.005664645,-0.0007058517,0,0
0.949051,31.825194,-33.530116,-2.067985,6.117846E+028,-0.005667336,0.0006687149,0.005970943,-0.0007045389,0,0
0.95005,33.486812,-35.280748,-2.093385,5.919145E+028,-0.005957704,0.0006674264,0.006276866,-0.0007031814,0,0
0.951049,35.148792,-37.031763,-2.117849,5.707773E+028,-0.006247697,0.0006660958,0.006582395,-0.0007017795,0,0
0.952048,36.810941,-38.782956,-2.14115,5.487142E+028,-0.006537296,0.0006647228,0.006887508,-0.000700333,0,0
0.953047,38.473063,-40.53412,-2.163926,5.252273E+028,-0.006826482,0.0006633076,0.007192187,-0.000698842,0,0
0.954046,40.13496,-42.285047,-2.185875,5.006999E+028,-0.007115237,0.0006618502,0.007496411,-0.0006973065,0,0
0.955045,41.796434,-44.035528,-2.20697,4.752844E+028,-0.007403542,0.0006603507,0.00780016,-0.0006957266,0,0
0.956044,43.457286,-45.785355,-2.227325,4.489658E+028,-0.007691376,0.000658809,0.008103414,-0.0006941023,0,0
0.957043,45.117317,-47.534316,-2.246759,4.221155E+028,-0.007978722,0.0006572252,0.008406154,-0.0006924337,0,0
0.958042,46.776324,-49.282199,-2.26529,3.948746E+028,-0.008265561,0.0006555994,0.008708359,-0.0006907208,0,0
0.959041,48.434107,-51.028791,-2.283068,3.671749E+028,-0.008551872,0.0006539315,0.009010009,-0.0006889636,0,0
0.96004,50.090463,-52.773881,-2.299937,3.39417E+028,-0.008837639,0.0006522218,0.009311083,-0.0006871622,0,0
0.961039,51.745189,-54.517252,-2.315906,3.117655E+028,-0.00912284,0.0006504701,0.009611564,-0.0006853167,0,0
0.962038,53.39808,-56.258692,-2.330985,2.843836E+028,-0.009407458,0.0006486766,0.009911429,-0.0006834271,0,0
0.963037,55.048933,-57.997983,-2.345256,2.572959E+028,-0.009691473,0.0006468414,0.01021066,-0.0006814936,0,0
0.964036,56.697543,-59.734911,-2.358761,2.305734E+028,-0.009974866,0.0006449644,0.01050923,-0.0006795161,0,0
0.965035,58.343704,-61.469259,-2.371333,2.047203E+028,-0.01025762,0.0006430459,0.01080713,-0.0006774948,0,0
0.966034,59.98721,-63.200811,-2.382949,1.799718E+028,-0.01053971,0.0006410858,0.01110434,-0.0006754297,0,0
0.967033,61.627856,-64.929348,-2.393874,1.559203E+028,-0.01082113,0.0006390843,0.01140083,-0.0006733209,0,0
0.968032,63.265434,-66.654654,-2.403814,1.333716E+028,-0.01110184,0.0006370413,0.01169658,-0.0006711686,0,0
0.969031,64.899739,-68.376511,-2.412908,1.121711E+028,-0.01138184,0.0006349572,0.01199159,-0.0006689727,0,0
0.97003,66.530564,-70.094701,-2.421071,9.266781E+027,-0.01166111,0.0006328318,0.01228581,-0.0006667335,0,0
0.971029,68.157701,-71.809007,-2.428615,7.423753E+027,-0.01193962,0.0006306653,0.01257924,-0.000664451,0,0
0.972028,69.780945,-73.51921,-2.435245,5.771754E+027,-0.01221736,0.0006284579,0.01287186,-0.0006621253,0,0
0.973027,71.400088,-75.225093,-2.440991,4.314734E+027,-0.01249431,0.0006262095,0.01316365,-0.0006597565,0,0
0.974026,73.014924,-76.926438,-2.445809,3.074908E+027,-0.01277044,0.0006239205,0.01345458,-0.0006573448,0,0
0.975025,74.625247,-78.623028,-2.449833,2.026497E+027,-0.01304575,0.0006215907,0.01374463,-0.0006548902,0,0
0.976024,76.230849,-80.314645,-2.452984,1.197573E+027,-0.01332021,0.0006192204,0.0140338,-0.000652393,0,0
0.977023,77.831527,-82.001073,-2.455189,6.128398E+026,-0.01359381,0.0006168097,0.01432205,-0.0006498531,0,0
0.978022,79.427073,-83.682095,-2.457487,0,-0.01386652,0.0006143588,0.01460937,-0.0006472708,0,0
0.979021,81.017284,-85.357496,-2.457487,0,-0.01413833,0.0006118676,0.01489574,-0.0006446463,0,0
0.98002,82.601955,-87.027059,-2.457487,0,-0.01440921,0.0006093365,0.01518113,-0.0006419795,0,0
0.981019,84.180881,-88.690571,-2.457487,0,-0.01467916,0.0006067655,0.01546554,-0.0006392708,0,0
0.982018,85.753861,-90.347818,-2.457487,0,-0.01494815,0.0006041547,0.01574894,-0.0006365202,0,0
0.983017,87.320691,-91.998585,-2.457487,0,-0.01521616,0.0006015044,0.01603131,-0.0006337278,0,0
0.984016,88.88117,-93.642661,-2.457487,0,-0.01548318,0.0005988146,0.01631263,-0.000630894,0,0
0.985015,90.435097,-95.279835,-2.457487,0,-0.01574918,0.0005960855,0.01659289,-0.0006280187,0,0
0.986014,91.982273,-96.909895,-2.457487,0,-0.01601416,0.0005933174,0.01687206,-0.0006251022,0,0
0.987013,93.522498,-98.532632,-2.457487,0,-0.01627808,0.0005905102,0.01715012,-0.0006221447,0,0
0.988012,95.055576,-100.147839,-2.457487,0,-0.01654094,0.0005876643,0.01742707,-0.0006191463,0,0
0.989011,96.581308,-101.755307,-2.457487,0,-0.01680272,0.0005847797,0.01770287,-0.0006161072,0,0
0.99001,98.099501,-103.354832,-2.457487,0,-0.0170634,0.0005818567,0.01797751,-0.0006130276,0,0
0.991009,99.60996,-104.946208,-2.457487,0,-0.01732296,0.0005788954,0.01825097,-0.0006099076,0,0
0.992008,101.112492,-106.529232,-2.457487,0,-0.01758138,0.000575896,0.01852324,-0.0006067476,0,0
0.993007,102.606905,-108.103704,-2.457487,0,-0.01783865,0.0005728587,0.01879429,-0.0006035476,0,0
0.994006,104.093011,-109.669422,-2.457487,0,-0.01809474,0.0005697838,0.0190641,-0.0006003079,0,0
0.995005,105.57062,-111.226189,-2.457487,0,-0.01834965,0.0005666712,0.01933267,-0.0005970286,0,0
0.996004,107.039546,-112.773807,-2.457487,0,-0.01860336,0.0005635214,0.01959997,-0.0005937101,0,0
0.997003,108.499603,-114.312082,-2.457487,0,-0.01885584,0.0005603345,0.01986597,-0.0005903524,0,0
0.998002,109.950609,-115.84082,-2.457487,0,-0.01910708,0.0005571106,0.02013068,-0.0005869558,0,0
0.999001,111.392381,-117.35983,-2.457487,0,-0.01935707,0.00055385,0.02039406,-0.0005835206,0,0
1,112.824741,-118.868923,-2.457487,0,-0.01960579,0.000550553,0.0206561,-0.0005800469,0,0
